,dte,step,y_pred,y_val
2_2023-02-21,2023-02-21,2,-2.0701267988838725,73.94999694824219
2_2023-02-22,2023-02-22,2,-2.024404437117909,75.38999938964844
2_2023-02-23,2023-02-23,2,-1.9515319278277499,76.31999969482422
2_2023-02-24,2023-02-24,2,-1.882191908906782,75.68000030517578
2_2023-02-27,2023-02-27,2,-1.966883162076536,77.05000305175781
2_2023-02-28,2023-02-28,2,-1.8912034190185092,77.69000244140625
2_2023-03-01,2023-03-01,2,-1.8341844072979332,78.16000366210938
2_2023-03-02,2023-03-02,2,-1.739936136985513,79.68000030517578
2_2023-03-03,2023-03-03,2,-1.7947683612952563,80.45999908447266
2_2023-03-06,2023-03-06,2,-1.783317650396959,77.58000183105469
2_2023-03-07,2023-03-07,2,-1.723690308596194,76.66000366210938
2_2023-03-08,2023-03-08,2,-1.8918266131712227,75.72000122070312
2_2023-03-09,2023-03-09,2,-1.8172703842793196,76.68000030517578
3_2023-01-26,2023-01-26,3,0.5072263031694891,79.68000030517578
3_2023-01-27,2023-01-27,3,0.43194642517429144,77.9000015258789
3_2023-01-30,2023-01-30,3,0.35010772542456026,78.87000274658203
3_2023-01-31,2023-01-31,3,0.3380537020243884,76.41000366210938
3_2023-02-01,2023-02-01,3,1.0096438657405882,75.87999725341797
3_2023-02-02,2023-02-02,3,1.0303032257339475,73.38999938964844
3_2023-02-03,2023-02-03,3,1.0556564804831559,74.11000061035156
3_2023-02-06,2023-02-06,3,0.8503384322280759,77.13999938964844
3_2023-02-07,2023-02-07,3,0.95311112246798,78.47000122070312
3_2023-02-08,2023-02-08,3,0.9137456367724279,78.05999755859375
3_2023-02-09,2023-02-09,3,0.8877846043417019,79.72000122070312
3_2023-02-10,2023-02-10,3,0.934227228047247,80.13999938964844
3_2023-02-13,2023-02-13,3,0.8438135964411242,79.05999755859375
3_2023-02-14,2023-02-14,3,0.8476210342713854,78.58999633789062
3_2023-02-15,2023-02-15,3,0.8763994198335303,78.48999786376953
3_2023-02-16,2023-02-16,3,0.8691201411061567,76.33999633789062
3_2023-02-17,2023-02-17,3,-2.012563368775007,76.16000366210938
3_2023-02-21,2023-02-21,3,-2.0588154629719635,73.94999694824219
3_2023-02-22,2023-02-22,3,-2.0138267092411897,75.38999938964844
3_2023-02-23,2023-02-23,3,-1.941742723674328,76.31999969482422
3_2023-02-24,2023-02-24,3,-1.8728375393880998,75.68000030517578
3_2023-02-27,2023-02-27,3,-1.9565897558638814,77.05000305175781
3_2023-02-28,2023-02-28,3,-1.881644072981983,77.69000244140625
3_2023-03-01,2023-03-01,3,-1.824089404528813,78.16000366210938
3_2023-03-02,2023-03-02,3,-1.7307805881687424,79.68000030517578
3_2023-03-03,2023-03-03,3,-1.784698120277674,80.45999908447266
3_2023-03-06,2023-03-06,3,-1.773645625997927,77.58000183105469
3_2023-03-07,2023-03-07,3,-1.7149241871091314,76.66000366210938
3_2023-03-08,2023-03-08,3,-1.8821431401142,75.72000122070312
3_2023-03-09,2023-03-09,3,-1.8072468793145942,76.68000030517578
3_2023-03-10,2023-03-10,3,-1.7868347775327031,74.80000305175781
3_2023-03-13,2023-03-13,3,-1.670014725617801,71.33000183105469
3_2023-03-14,2023-03-14,3,-1.6890553950036145,67.61000061035156
3_2023-03-15,2023-03-15,3,-1.6367941767584244,68.3499984741211
3_2023-03-16,2023-03-16,3,-1.7715188313802113,66.73999786376953
4_2023-02-02,2023-02-02,4,0.4311623843258625,73.38999938964844
4_2023-02-03,2023-02-03,4,0.4571870476816339,74.11000061035156
4_2023-02-06,2023-02-06,4,0.25247360485045833,77.13999938964844
4_2023-02-07,2023-02-07,4,0.3560824973991965,78.47000122070312
4_2023-02-08,2023-02-08,4,0.31650246543694105,78.05999755859375
4_2023-02-09,2023-02-09,4,0.2906052246041187,79.72000122070312
4_2023-02-10,2023-02-10,4,0.33698387101951427,80.13999938964844
4_2023-02-13,2023-02-13,4,0.2469916748238674,79.05999755859375
4_2023-02-14,2023-02-14,4,0.25042290714772253,78.58999633789062
4_2023-02-15,2023-02-15,4,0.27909559943020495,78.48999786376953
4_2023-02-16,2023-02-16,4,0.2721076702648365,76.33999633789062
4_2023-02-17,2023-02-17,4,-2.255445507260964,76.16000366210938
4_2023-02-21,2023-02-21,4,-2.301078741490957,73.94999694824219
4_2023-02-22,2023-02-22,4,-2.2565730791087075,75.38999938964844
4_2023-02-23,2023-02-23,4,-2.1849832142226155,76.31999969482422
4_2023-02-24,2023-02-24,4,-2.116322036560085,75.68000030517578
4_2023-02-27,2023-02-27,4,-2.199483238406057,77.05000305175781
4_2023-02-28,2023-02-28,4,-2.1249921308992317,77.69000244140625
4_2023-03-01,2023-03-01,4,-2.0756281653501185,78.16000366210938
4_2023-03-02,2023-03-02,4,-1.9829007194249515,79.68000030517578
4_2023-03-03,2023-03-03,4,-2.036216497566767,80.45999908447266
4_2023-03-06,2023-03-06,4,-2.0254391529219187,77.58000183105469
4_2023-03-07,2023-03-07,4,-1.967308068592353,76.66000366210938
4_2023-03-08,2023-03-08,4,-2.1340305021605865,75.72000122070312
4_2023-03-09,2023-03-09,4,-2.058819490899045,76.68000030517578
4_2023-03-10,2023-03-10,4,-2.0389156851339485,74.80000305175781
4_2023-03-13,2023-03-13,4,-1.922735430405582,71.33000183105469
4_2023-03-14,2023-03-14,4,-1.9424030673529096,67.61000061035156
4_2023-03-15,2023-03-15,4,-1.890528006065824,68.3499984741211
4_2023-03-16,2023-03-16,4,-2.024338279287043,66.73999786376953
4_2023-03-17,2023-03-17,4,-1.9370236373445,67.63999938964844
4_2023-03-20,2023-03-20,4,-2.0056858095427166,69.33000183105469
4_2023-03-21,2023-03-21,4,-1.827349188105907,70.9000015258789
4_2023-03-22,2023-03-22,4,-1.8517113315764586,69.95999908447266
4_2023-03-23,2023-03-23,4,-1.8597689649083626,69.26000213623047
